Word	PER	ORG	LOC	OTH	Rule1	Rule2	Rule3
Altenheim	false	false	false	false			
gebaut	false	false	false	false			
wird	false	false	false	false			
Das	false	false	false	false			
Altenheim	false	false	false	false			
sei	false	false	false	false			
ein	false	false	false	false			
Prestigeobjekt	false	false	false	false			
von	false	false	false	false			
ihr	false	false	false	false			
und	false	false	false	false			
anderen	false	false	false	false			
In	false	false	false	false			
der	false	false	false	false			
Tat	false	false	false	false			
sitzt	false	false	false	false			
Ute	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Wedemeier	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
im	false	false	false	false			
Kuratorium	false	false	false	false			
für	false	false	false	false			
das	false	false	false	false			
Altenheim	false	false	false	false			
eine	false	false	false	false			
derartige	false	false	false	false			
Umleitung	false	false	false	false			
von	false	false	false	false			
Geldern	false	false	true	false	Loc_Rules.txt14		
habe	false	false	false	false			
es	false	false	false	false			
aber	false	false	false	false			
nicht	false	false	false	false			
gegeben	false	false	false	false			
sagt	false	false	false	false			
sie	false	false	false	false			
Wenn	false	false	false	false			
da	false	false	false	false			
was	false	false	false	false			
gebucht	false	false	false	false			
worden	false	false	false	false			
ist	false	false	false	false			
dann	false	false	false	false			
ist	false	false	false	false			
das	false	false	false	false			
nicht	false	false	false	false			
in	false	false	false	false			
Ordnung	false	false	true	false	Loc_Rules.txt15		
höchstens	false	false	false	false			
einen	false	false	false	false			
Buchungsfehler	false	false	false	false			
kann	false	false	false	false			
sie	false	false	false	false			
sich	false	false	false	false			
vorstellen	false	false	false	false			
Volker	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Tegeler	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
stellvertretender	false	false	false	false			
Geschäftsführer	false	false	false	false			
des	false	false	false	false			
Landesverbandes	false	false	false	false			
sagt	false	false	false	false			
Es	false	false	false	false			
gibt	false	false	false	false			
so	false	false	false	false			
eine	false	false	false	false			
Buchung	false	false	false	false			
In	false	false	false	false			
einer	false	false	false	false			
internen	false	false	false	false			
Kontrolle	false	false	false	false			
nach	false	false	false	false			
der	false	false	false	false			
Kündigung	false	false	false	false			
von	false	false	false	false			
Taake	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
sei	false	false	false	false			
dies	false	false	false	false			
aufgefallen	false	false	false	false			
zur	false	false	false	false			
Aufklärung	false	false	false	false			
solle	false	false	false	false			
ein	false	false	false	false			
externer	false	false	false	false			
Wirtschaftsprüfer	false	false	false	false			
beauftragt	false	false	false	false			
werden	false	false	false	false			
Verantwortlich	false	false	false	false			
für	false	false	false	false			
die	false	false	false	false			
Finanzen	false	false	false	false			
des	false	false	false	false			
Landesverbandes	false	false	false	false			
sei	false	false	false	false			
aber	false	false	false	false			
durchgehend	false	false	false	false			
Herr	false	false	false	false			
Taake	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
gewesen	false	false	false	false			
sagt	false	false	false	false			
Tegeler	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
Aufgefallen	false	false	false	false			
bei	false	false	false	false			
der	false	false	false	false			
internen	false	false	false	false			
Prüfung	false	false	false	false			
ist	false	false	false	false			
auch	false	false	false	false			
Vorwurf	false	false	false	false			
Nummer	false	false	false	false			
2	false	false	false	false			
Die	false	false	false	false			
AWO	false	true	false	false	Org_Rules.txt11	Loc_Rules.txt11	
hat	false	false	false	false			
sich	false	false	false	false			
für	false	false	false	false			
Seniorenreisen	false	false	false	false			
nach	false	false	false	false			
Mallorca	false	false	true	false	Loc_Rules.txt16		
von	false	false	false	false			
Hapaq	false	false	false	false			
Lloyd	false	false	false	false			
Provisionen	false	false	false	false			
zahlen	false	false	false	false			
lassen	false	false	false	false			
Die	false	false	false	false			
seien	false	false	false	false			
auf	false	false	false	false			
ein	false	false	false	false			
Konto	false	false	false	false			
des	false	false	false	false			
Landesverbandes	false	false	false	false			
der	false	false	false	false			
AWO	false	true	false	false	Org_Rules.txt11	Loc_Rules.txt11	
geflossen	false	false	false	false			
weil	false	false	false	false			
sie	false	false	false	false			
dort	false	false	false	false			
vor	false	false	false	false			
einer	false	false	false	false			
Finanzamtsprüfung	false	false	false	false			
sicherer	false	false	false	false			
gewesen	false	false	false	false			
seien	false	false	false	false			
Tegeler	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
bestätigt	false	false	false	false			
den	false	false	false	false			
Vorgang	false	false	false	false			
der	false	false	false	false			
Provisionszahlungen	false	false	false	false			
meint	false	false	false	false			
allerdings	false	false	false	false			
es	false	false	false	false			
müsse	false	false	false	false			
ein	false	false	false	false			
Buchungsfehler	false	false	false	false			
gewesen	false	false	false	false			
sein	false	false	false	false			
Die	false	false	false	false			
ehrenamtliche	false	false	false	false			
Landesvorsitzende	false	false	false	false			
Wedemeier	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
weiß	false	false	false	false			
von	false	false	false	false			
diesem	false	false	false	false			
Vorgang	false	false	false	false			
nichts	false	false	false	false			
ich	false	false	false	false			
kontrolliere	false	false	false	false			
solche	false	false	false	false			
Sachen	false	false	false	false			
doch	false	false	false	false			
nicht	false	false	false	false			
das	false	false	false	false			
machen	false	false	false	false			
die	false	false	false	false			
hauptamtlichen	false	false	false	false			
Geschäftsführer	false	false	false	false			
Kontrolliert	false	false	false	false			
werden	false	false	false	false			
die	false	false	false	false			
Geschäftsführer	false	false	false	false			
von	false	false	false	false			
den	false	false	false	false			
gewählten	false	false	false	false			
Revisoren	false	false	false	false			
des	false	false	false	false			
AWO-Landesverbandes	false	false	false	false			
das	false	false	false	false			
sind	false	false	false	false			
Detlev	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Griesche	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
und	false	false	false	false			
Karin	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Freudenthal	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Freuden-thal	false	false	false	false			
wollte	false	false	false	false			
gestern	false	false	false	false			
nichts	false	false	false	false			
dazu	false	false	false	false			
sagen	false	false	false	false			
ob	false	false	false	false			
bei	false	false	false	false			
ihren	false	false	false	false			
Prüfungen	false	false	false	false			
ihr	false	false	false	false			
etwas	false	false	false	false			
aufgefallen	false	false	false	false			
sei	false	false	false	false			
Da	false	false	false	false			
der	false	false	false	false			
Landesverband	false	false	false	false			
als	false	false	false	false			
Dachverband	false	false	false	false			
ohne	false	false	false	false			
hauptamtliches	false	false	false	false			
Personal	false	false	false	false			
nur	false	false	false	false			
einen	false	false	false	false			
ganz	false	false	false	false			
kleinen	false	false	false	false			
Haushalt	false	false	false	false			
hat	false	false	false	false			
Wedemeier	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
hätten	false	false	false	false			
Summen	false	false	false	false			
von	false	false	false	false			
Hapaq	false	false	false	false			
Lloyd	false	false	false	false			
oder	false	false	false	false			
165.000	false	false	false	false			
Mark	false	false	false	false	Per_Rules.txt3	Org_Rules.txt3	Loc_Rules.txt3
schon	false	false	false	false			
auffallen	false	false	false	false			
müssen	false	false	false	false			
Vorwurf	false	false	false	false			
Nummer	false	false	false	false			
3	false	false	false	false			
Die	false	false	false	false			
Landesvorsitzende	false	false	false	false			
Ute	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Wedemeier	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
hatte	false	false	false	false			
auf	false	false	false	false			
AWO-Kosten	false	false	false	false			
ein	false	false	false	false			
Handy	false	false	false	false			
Hier	false	false	false	false			
werden	false	false	false	false			
Beiträge	false	false	false	false			
von	false	false	false	false			
kleinen	false	false	false	false			
Leuten	false	false	false	false			
veraast	false	false	false	false			
die	false	false	false	false			
von	false	false	false	false			
ehrenamtlichen	false	false	false	false			
Kassierern	false	false	false	false			
fünf	false	false	false	false			
Mark	false	false	false	false	Per_Rules.txt3	Org_Rules.txt3	Loc_Rules.txt3
weise	false	false	false	false			
gesammelt	false	false	false	false			
werden	false	false	false	false			
schreibt	false	false	false	false			
die	false	false	false	false			
anonyme	false	false	false	false			
AWO-Mitarbeiterin	false	false	false	false			
an	false	false	false	false			
die	false	false	false	false			
Staatsanwaltschaft	false	false	false	false			
Obwohl	false	false	false	false			
Frau	false	false	false	false			
Wedemeier	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
vor	false	false	false	false			
allem	false	false	false	false			
Privatgespräche	false	false	false	false			
über	false	false	false	false			
das	false	false	false	false			
Handy	false	false	false	false			
führe	false	false	false	false			
würde	false	false	false	false			
alles	false	false	false	false			
von	false	false	false	false			
der	false	false	false	false			
AWO	false	true	false	false	Org_Rules.txt11	Loc_Rules.txt11	
bezahlt	false	false	false	false			
Ute	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Wedemeier	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
hält	false	false	false	false			
es	false	false	false	false			
für	false	false	false	false			
selbstverständlich	false	false	false	false			
daß	false	false	false	false			
sie	false	false	false	false			
als	false	false	false	false			
ehrenamtliche	false	false	false	false			
Vorsitzende	false	false	false	false			
ein	false	false	false	false			
dienstliches	false	false	false	false			
Handy	false	false	false	false			
hat	false	false	false	false			
Insbesondere	false	false	false	false			
wegen	false	false	false	false			
ihrer	false	false	false	false			
Aktivitäten	false	false	false	false			
in	false	false	false	false			
Riga	false	false	true	false	Loc_Rules.txt16		
und	false	false	false	false			
Danzig	false	false	false	false			
müsse	false	false	false	false			
sie	false	false	false	false			
erreichbar	false	false	false	false			
sein	false	false	false	false			
und	false	false	false	false			
auch	false	false	false	false			
telefonieren	false	false	false	false			
können	false	false	false	false			
Wieviel	false	false	false	false			
da	false	false	false	false			
monatlich	false	false	false	false			
fällig	false	false	false	false			
wird	false	false	false	false			
weiß	false	false	false	false			
sie	false	false	false	false			
aber	false	false	false	false			
nicht	false	false	false	false			
die	false	false	false	false			
Rechnung	false	false	false	false			
geht	false	false	false	false			
direkt	false	false	false	false			
an	false	false	false	false			
die	false	false	false	false			
AWO	false	true	false	false	Org_Rules.txt11	Loc_Rules.txt11	
Hintergrund	false	false	false	false			
der	false	false	false	false			
gegenseitigen	false	false	false	false			
Vorwürfe	false	false	false	false			
in	false	false	false	false			
der	false	false	false	false			
Arbeiterwohlfahrt	false	false	false	false			
sind	false	false	false	false			
offenbar	false	false	false	false			
scharfe	false	false	false	false			
Konkurrenzen	false	false	false	false			
zwischen	false	false	false	false			
Bremern	false	false	false	false			
und	false	false	false	false			
Bremerhavenern	false	false	false	false			
Als	false	false	false	false			
es	false	false	false	false			
in	false	false	false	false			
dieser	false	false	false	false			
Woche	false	false	false	false			
um	false	false	false	false			
die	false	false	false	false			
Neubesetzung	false	false	false	false			
des	false	false	false	false			
ehrenamtlichen	false	false	false	false			
Geschäftsführer-Postens	false	false	false	false			
im	false	false	false	false			
Landesverbandes	false	false	false	false			
ging	false	false	false	false			
da	false	false	false	false			
sind	false	false	false	false			
diese	false	false	false	false			
Differenzen	false	false	false	false			
wieder	false	false	false	false			
aufgebrochen	false	false	false	false			
Lothar	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Koring	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Bremerhavener	false	false	false	false			
AWO-Vorsitzender	false	false	false	false			
wollte	false	false	false	false			
seinen	false	false	false	false			
Bremerhavener	false	false	false	false			
Geschäftsführer	false	false	false	false			
Volker	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Tegeler	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
auch	false	false	false	false			
im	false	false	false	false			
Landesverband	false	false	false	false			
zum	false	false	false	false			
Geschäftsführer	false	false	false	false			
machen	false	false	false	false			
Koring	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
selbst	false	false	false	false			
hatte	false	false	false	false			
früher	false	false	false	false			
auch	false	false	false	false			
gegen	false	false	false	false			
Ute	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Wedemeier	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
für	false	false	false	false			
den	false	false	false	false			
Landesvorsitz	false	false	false	false			
kandidiert	false	false	false	false			
Gegen	false	false	false	false			
Tegeler	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
sprach	false	false	false	false			
allerdings	false	false	false	false			
daß	false	false	false	false			
noch	false	false	false	false			
ein	false	false	false	false			
staatsanwaltschaftliches	false	false	false	false			
Ermittlungsverfahren	false	false	false	false			
gegen	false	false	false	false			
ihn	false	false	false	false			
läuft	false	false	false	false			
Und	false	false	false	false			
Koring	true	false	false	false	Per_Rules.txt6	Org_Rules.txt6	Loc_Rules.txt6
war	false	false	false	false			
früher	false	false	false	false			
einmal	false	false	false	false			
in	false	false	false	false			
schiefes	false	false	false	false			
Licht	false	false	false	false			
geraten	false	false	false	false			
weil	false	false	false	false			
er	false	false	false	false			
bei	false	false	false	false			
einer	false	false	false	false			
Prüfgesellschaft	false	false	false	false			
im	false	false	false	false			
Vorstand	false	false	false	false			
war	false	false	false	false			
die	false	false	false	false			
die	false	false	false	false			
AWO	false	true	false	false	Org_Rules.txt11	Loc_Rules.txt11	
wo	false	false	false	false			
er	false	false	false	false			
Kreisvorsitzender	false	false	false	false			
ist	false	false	false	false			
prüfte	false	false	false	false			
Seine	false	false	false	false			
Position	false	false	false	false			
bei	false	false	false	false			
der	false	false	false	false			
Prüfgesellschaft	false	false	false	false			
mußte	false	false	false	false			
er	false	false	false	false			
damals	false	false	false	false			
niederlegen	false	false	false	false			
den	false	false	false	false			
AWO-Posten	false	false	false	false			
nicht	false	false	false	false			
K.	false	false	false	false			
W.	false	false	false	false			
SPD	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
CDU	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
AfB	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
für	false	false	false	false			
Daewoo-Millionen	false	false	false	false			
Aber	false	false	false	false			
Bremerhavens	false	false	false	false			
AfB	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
fordert	false	false	false	false			
jetzt	false	false	false	false			
Untersuchungsausschuß	false	false	false	false			
Die	false	false	false	false			
Wirtschaftsförderausschüsse	false	false	false	false			
haben	false	false	false	false			
gestern	false	false	false	false			
ein	false	false	false	false			
Finanzierungsvolumen	false	false	false	false			
von	false	false	false	false			
insgesamt	false	false	false	false			
86	false	false	false	false			
Millionen	false	false	false	false			
Mark	false	false	false	false	Per_Rules.txt3	Org_Rules.txt3	Loc_Rules.txt3
beschlossen	false	false	false	false			
mit	false	false	false	false			
denen	false	false	false	false			
das	false	false	false	false			
Vulkan-Gelände	false	false	false	false			
für	false	false	false	false			
die	false	false	false	false			
Ansiedlung	false	false	false	false			
des	false	false	false	false			
Autoimporteurs	false	false	false	false			
Egerland	false	false	false	false			
frei	false	false	false	false			
gemacht	false	false	false	false			
werden	false	false	false	false			
kann	false	false	false	false			
Egerland	false	false	false	false			
soll	false	false	false	false			
die	false	false	false	false			
10.000	false	false	false	false			
bis	false	false	false	false			
20.000	false	false	false	false			
koreanischen	false	false	false	false			
Daewoo-Pkw	false	false	false	false			
die	false	false	false	false			
derzeit	false	false	false	false			
von	false	false	false	false			
der	false	false	false	false			
Firma	false	false	false	false			
Mosolf	false	false	false	false			
in	false	false	false	false			
Bremerhaven	false	false	true	false	Loc_Rules.txt13		
abgeladen	false	false	false	false			
werden	false	false	false	false			
in	false	false	false	false			
Vegesack	false	false	true	false	Loc_Rules.txt16		
abladen	false	false	false	false			
Der	false	false	false	false			
Chef	false	false	false	false			
der	false	false	false	false			
Bremer	false	false	false	false			
Investitions-Gesellschaft	false	false	false	false			
BIG	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
Ulrich	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
Keller	true	false	false	false	Per_Rules.txt1	Org_Rules.txt1	Loc_Rules.txt1
erklärte	false	false	false	false			
dem	false	false	false	false			
Ausschuß	false	false	false	false			
es	false	false	false	false			
zeichne	false	false	false	false			
sich	false	false	false	false			
die	false	false	false	false			
konkrete	false	false	false	false			
Möglichkeit	false	false	false	false			
ab	false	false	false	false			
daß	false	false	false	false			
Daewoo	false	false	false	false			
auch	false	false	false	false			
ein	false	false	false	false			
Ersatzteillager	false	false	false	false			
in	false	false	false	false			
Vegesack	false	false	true	false	Loc_Rules.txt16		
einrichtet	false	false	false	false			
berichteten	false	false	false	false			
SPD-Wirtschaftspolitiker	false	false	false	false			
Auch	false	false	false	false			
die	false	false	false	false			
Vertreter	false	false	false	false			
der	false	false	false	false			
AfB	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
stimmten	false	false	false	false			
den	false	false	false	false			
86	false	false	false	false			
Millionen	false	false	false	false			
zu	false	false	false	false			
während	false	false	false	false			
Bremerhavens	false	false	false	false			
AfB-Vorsitzender	false	false	false	false			
Günter	false	false	false	false			
Diekhöner	false	false	false	false			
an	false	false	false	false			
seiner	false	false	false	false			
Forderung	false	false	false	false			
festhält	false	false	false	false			
ein	false	false	false	false			
Untersuchungsausschuß	false	false	false	false			
solle	false	false	false	false			
die	false	false	false	false			
undurchsichtigen	false	false	false	false			
Vorgänge	false	false	false	false			
prüfen	false	false	false	false			
Aus	false	false	false	false			
seiner	false	false	false	false			
Sicht	false	false	false	false			
schadet	false	false	false	false			
die	false	false	false	false			
Verlagerung	false	false	false	false			
des	false	false	false	false			
Auto-Geschäftes	false	false	false	false			
den	false	false	false	false			
Bremerhavener	false	false	false	false			
Interessen	false	false	false	false			
Heftige	false	false	false	false			
Kritik	false	false	false	false			
und	false	false	false	false			
Gegenstimmen	false	false	false	false			
kamen	false	false	false	false			
in	false	false	false	false			
dem	false	false	false	false			
Ausschuß	false	false	false	false			
nur	false	false	false	false			
von	false	false	false	false			
den	false	false	false	false			
Grünen	false	false	false	false			
die	false	false	false	false			
darauf	false	false	false	false			
verwiesen	false	false	false	false			
daß	false	false	false	false			
die	false	false	false	false			
bisher	false	false	false	false			
auf	false	false	false	false			
dem	false	false	false	false			
Vulkan-Gelände	false	false	false	false			
arbeitetenden	false	false	false	false			
Betriebe	false	false	false	false			
für	false	false	false	false			
Daewoo	false	false	false	false			
Arbeitsplätze	false	false	false	false			
abbauen	false	false	false	false			
müßten	false	false	false	false			
Wirtschaftspolitisch	false	false	false	false			
mache	false	false	false	false			
ein	false	false	false	false			
Auto-Umschlagsort	false	false	false	false			
Vegesack	false	false	false	false			
keinen	false	false	false	false			
Sinn	false	false	false	false			
Die	false	false	false	false			
wollten	false	false	false	false			
die	false	false	false	false			
BLG	false	true	false	false	Org_Rules.txt12	Loc_Rules.txt12	
schonen	false	false	false	false			
K.	false	false	false	false			
W.	false	false	false	false			
